EarthPod Sensor Log
Created: Mon Jul  6 02:28:41 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Mon Jul  6 02:35:46 2020,6.233,31.837,42.787,137.2,96.227808593,458,3.894432857372052,4.153,3016,0
Mon Jul  6 02:35:53 2020,6.227,31.764,42.883,136.32,96.225839843,429,3.6513569937369517,4.335,3018,0
Mon Jul  6 02:36:00 2020,6.233,31.706,43.464,137.04,96.228253906,454,3.860420343333868,4.365,3010,0
Mon Jul  6 02:36:07 2020,6.23,31.618,43.35,135.44,96.225113281,450,3.8282504012841088,4.453,2995,0
Mon Jul  6 02:36:14 2020,6.229,31.565,42.936,121.76,96.230351562,461,3.9224594637983627,4.281,3002,0
Mon Jul  6 02:36:21 2020,6.229,31.497,43.783,129.52,96.234085937,462,3.9309680526569273,4.454,3019,0
Mon Jul  6 02:36:28 2020,6.232,31.485,44.966,129.68,96.232625,462,3.929075738125802,4.325,3009,0
Mon Jul  6 02:36:35 2020,6.228,31.417,44.714,129.36,96.235023437,459,3.90606936416185,4.321,3004,0
Mon Jul  6 02:36:42 2020,6.227,31.354,44.493,129.52,96.229589843,437,3.719447567046732,4.189,3022,0
Mon Jul  6 02:36:49 2020,6.231,31.376,44.329,128.32,96.234140625,470,3.997753169635692,4.35,3006,0
Mon Jul  6 02:36:56 2020,6.231,31.293,43.998,129.36,96.233375,449,3.8191301556732467,4.235,3004,0
Mon Jul  6 02:37:03 2020,6.227,31.306,43.447,128.48,96.233640625,463,3.9407419303035165,4.384,2989,0
Mon Jul  6 02:37:10 2020,6.232,31.243,43.22,126.96,96.234882812,450,3.8270218228498076,4.344,2984,0
Mon Jul  6 02:37:17 2020,6.228,31.185,43.051,99.52,96.231890625,453,3.8550096339113678,4.238,2988,0
Mon Jul  6 02:37:24 2020,6.23,31.147,43.653,115.6,96.233246093,430,3.658105939004815,4.243,3004,0
Mon Jul  6 02:37:31 2020,6.228,31.099,44.122,102.4,96.231878906,441,3.7528901734104045,4.338,3028,0
Mon Jul  6 02:37:38 2020,6.234,31.092,45.329,105.44,96.23153125,451,3.834295797240937,4.184,3025,0
Mon Jul  6 02:37:46 2020,6.226,31.104,44.454,81.04,96.232640625,438,3.7285576614198517,4.198,3033,0
Mon Jul  6 02:37:53 2020,6.231,31.087,44.044,95.92,96.235023437,441,3.7510832932113627,3.84,3044,0
Mon Jul  6 02:38:00 2020,6.228,31.074,44.122,109.04,96.233742187,451,3.837989723827874,4.254,3046,0
Mon Jul  6 02:38:07 2020,6.229,31.087,45.564,101.84,96.231917968,457,3.8884251083641033,4.552,3011,0
Mon Jul  6 02:38:14 2020,6.229,31.054,43.368,113.44,96.232332031,478,4.067105474393964,4.415,2997,0
Mon Jul  6 02:38:21 2020,6.228,31.016,43.592,115.52,96.231890625,465,3.957129094412331,4.308,2978,0
Mon Jul  6 02:38:28 2020,6.226,30.933,44.412,112.24,96.232984375,471,4.009476389335046,4.355,2996,0
Mon Jul  6 02:38:35 2020,6.232,30.956,43.009,112.32,96.233816406,468,3.9801026957637995,4.481,2993,0
Mon Jul  6 02:38:42 2020,6.225,30.928,44.451,109.2,96.2324375,480,4.086746987951807,4.379,3000,0
Mon Jul  6 02:38:49 2020,6.231,30.88,44.172,111.92,96.232378906,453,3.8531535869041886,4.264,3013,0
Mon Jul  6 02:38:56 2020,6.227,30.893,44.665,107.92,96.237636718,438,3.7279588887104538,4.257,3025,0
Mon Jul  6 02:39:03 2020,6.232,30.936,44.059,107.6,96.237273437,464,3.9460847240051344,4.236,2995,0
Mon Jul  6 02:39:10 2020,6.231,30.893,43.756,106.96,96.232175781,464,3.9467180227892795,4.301,2981,0
Mon Jul  6 02:39:17 2020,6.231,30.825,43.791,107.28,96.235167968,478,4.0658000320975765,4.366,2980,0
Mon Jul  6 02:39:24 2020,6.233,30.792,44.216,107.52,96.232691406,464,3.945451628429328,4.364,2984,0
Mon Jul  6 02:39:31 2020,6.232,30.77,43.574,105.68,96.2325625,492,4.184210526315789,4.33,2994,0
Mon Jul  6 02:39:38 2020,6.23,30.762,43.435,103.92,96.230109375,469,3.989887640449438,4.221,2998,0
Mon Jul  6 02:39:45 2020,6.228,30.764,43.559,104.4,96.231882812,464,3.9486191393705843,4.238,2989,0
Mon Jul  6 02:39:53 2020,6.226,30.732,44.158,103.52,96.231699218,480,4.086090587857372,4.307,2990,0
Mon Jul  6 02:40:00 2020,6.23,30.714,43.656,102.4,96.23375,496,4.2195826645264845,4.535,2985,0
Mon Jul  6 02:40:07 2020,6.234,30.671,44.427,101.76,96.231609375,469,3.9873275585498877,4.368,2989,0
Mon Jul  6 02:40:14 2020,6.227,30.694,44.337,102.48,96.234316406,477,4.059900433595631,4.354,2979,0
Mon Jul  6 02:40:21 2020,6.228,30.656,44.424,101.28,96.229863281,467,3.9741490044958256,4.264,2977,0
Mon Jul  6 02:40:28 2020,6.229,30.613,44.419,100.48,96.23034375,466,3.965002408091186,4.341,2979,0
Mon Jul  6 02:40:35 2020,6.235,30.596,44.317,99.76,96.225046875,465,3.952686447473937,4.311,2988,0
Mon Jul  6 02:40:42 2020,6.227,30.553,44.398,98.4,96.226136718,452,3.847117392002569,4.31,2969,0
Mon Jul  6 02:40:49 2020,6.227,30.53,44.848,98.16,96.230140625,457,3.8896740003211816,4.327,2965,0
Mon Jul  6 02:40:56 2020,6.228,30.548,43.577,97.2,96.228621093,477,4.059248554913295,4.365,2956,0
Mon Jul  6 02:41:03 2020,6.228,30.505,44.72,96.32,96.228164062,459,3.90606936416185,4.217,2992,0
Mon Jul  6 02:41:10 2020,6.231,30.498,43.721,95.52,96.228140625,473,4.023270743058899,4.392,2964,0
Mon Jul  6 02:41:17 2020,6.231,30.49,43.783,94.64,96.228566406,464,3.9467180227892795,4.259,2960,0
Mon Jul  6 02:41:24 2020,6.229,30.488,44.822,93.6,96.230574218,459,3.9054422860812323,4.237,2965,0
Mon Jul  6 02:41:31 2020,6.23,30.49,44.534,92.88,96.228941406,476,4.049438202247191,4.586,2972,0
Mon Jul  6 02:41:38 2020,6.228,30.452,44.148,92.8,96.228441406,470,3.999678869621066,4.414,2975,0
Mon Jul  6 02:41:45 2020,6.228,30.44,43.923,92.0,96.229582031,465,3.957129094412331,4.297,2975,0
Mon Jul  6 02:41:52 2020,6.23,30.437,44.413,90.56,96.229289062,475,4.0409309791332255,4.199,2974,0
Mon Jul  6 02:42:00 2020,6.228,30.415,44.271,90.64,96.2273125,499,4.246467565831728,4.387,2968,0
Mon Jul  6 02:42:07 2020,6.227,30.417,44.081,90.48,96.229675781,490,4.170547615224024,4.368,2986,0
Mon Jul  6 02:42:14 2020,6.23,30.41,44.042,89.76,96.224515625,465,3.955858747993579,4.398,2980,0
Mon Jul  6 02:42:21 2020,6.231,30.402,44.273,89.36,96.228242187,469,3.9892473118279566,4.148,2983,0
Mon Jul  6 02:42:28 2020,6.233,30.379,44.305,88.4,96.230082031,489,4.158029841167977,4.44,2971,0
Mon Jul  6 02:42:35 2020,6.23,30.357,44.001,87.68,96.233816406,468,3.9813804173354734,4.183,2971,0
Mon Jul  6 02:42:42 2020,6.231,30.364,44.027,87.68,96.23634375,452,3.844647729096453,4.339,2968,0
Mon Jul  6 02:42:49 2020,6.232,30.392,43.681,86.88,96.229335937,475,4.039634146341463,4.287,2956,0
Mon Jul  6 02:42:56 2020,6.232,30.324,44.464,85.76,96.231671875,473,4.022625160462131,4.343,2963,0
Mon Jul  6 02:43:03 2020,6.225,30.316,44.075,85.6,96.233886718,473,4.02714859437751,4.292,2961,0
Mon Jul  6 02:43:10 2020,6.23,30.299,44.873,85.28,96.233484375,478,4.06645264847512,4.393,2957,0
Mon Jul  6 02:43:17 2020,6.232,30.286,44.511,85.04,96.231867187,447,3.8015083440308084,4.267,2956,0
Mon Jul  6 02:43:24 2020,6.232,30.269,44.265,84.56,96.231503906,481,4.0906611039794605,4.434,2953,0
Mon Jul  6 02:43:31 2020,6.228,30.266,44.429,84.4,96.231453125,488,4.152858060372512,4.476,2952,0
Mon Jul  6 02:43:38 2020,6.23,30.248,44.262,83.68,96.232320312,486,4.134510433386838,4.331,2973,0
Mon Jul  6 02:43:45 2020,6.23,30.236,44.828,83.36,96.232375,464,3.9473515248796143,4.251,2973,0
Mon Jul  6 02:43:52 2020,6.228,30.238,43.905,83.2,96.234601562,477,4.059248554913295,4.339,2964,0
Mon Jul  6 02:44:00 2020,6.228,30.231,44.212,80.16,96.233722656,493,4.195407835581246,4.396,2972,0
Mon Jul  6 02:44:07 2020,6.228,30.203,44.384,80.32,96.235640625,475,4.042228644829801,4.347,2974,0
Mon Jul  6 02:44:14 2020,6.229,30.231,44.364,80.08,96.234300781,479,4.075614063252528,4.287,2990,0
Mon Jul  6 02:44:21 2020,6.229,30.253,44.848,80.32,96.238027343,472,4.016053941242575,4.41,2976,0
Mon Jul  6 02:44:28 2020,6.226,30.246,44.48,79.44,96.234945312,464,3.949887568262126,4.235,2975,0
Mon Jul  6 02:44:35 2020,6.228,30.208,44.763,79.04,96.237738281,482,4.10179833012203,4.325,2977,0
Mon Jul  6 02:44:42 2020,6.234,30.195,44.987,78.56,96.233675781,468,3.978825794032724,4.233,2969,0
Mon Jul  6 02:44:49 2020,6.227,30.218,44.573,78.56,96.232503906,470,4.000321181949574,4.318,2967,0
Mon Jul  6 02:44:56 2020,6.224,30.211,44.602,77.84,96.232519531,457,3.8915488431876604,4.203,2981,0
Mon Jul  6 02:45:03 2020,6.226,30.233,44.525,78.4,96.234121093,463,3.941374879537424,4.21,3001,0
Mon Jul  6 02:45:10 2020,6.226,30.256,43.8,77.52,96.2341875,462,3.932862190812721,4.244,2996,0
Mon Jul  6 02:45:17 2020,6.229,30.269,44.104,76.64,96.233722656,463,3.939476641515492,4.212,3001,0
Mon Jul  6 02:45:24 2020,6.232,30.281,43.669,76.56,96.233941406,477,4.056643132220795,4.283,3020,0
Mon Jul  6 02:45:31 2020,6.227,30.304,44.549,75.92,96.231164062,475,4.042877790268187,4.429,3022,0
Mon Jul  6 02:45:38 2020,6.226,30.331,45.368,76.16,96.234921875,482,4.103115965306778,4.374,3029,0
Mon Jul  6 02:45:45 2020,6.226,30.354,44.342,75.6,96.238121093,480,4.086090587857372,4.261,3030,0
Mon Jul  6 02:45:52 2020,6.226,30.422,44.346,74.96,96.231554687,439,3.737070350144555,4.156,3045,0
Mon Jul  6 02:45:59 2020,6.223,30.46,44.253,75.44,96.234046875,448,3.815523059617548,4.172,3046,0
Mon Jul  6 02:46:07 2020,6.23,30.498,44.346,75.2,96.228941406,485,4.126003210272873,4.325,3041,0
Mon Jul  6 02:46:14 2020,6.227,30.51,43.392,75.2,96.229488281,458,3.898185321984904,4.398,3038,0
Mon Jul  6 02:46:21 2020,6.233,30.583,43.757,74.88,96.231355468,474,4.0304829135247875,4.28,3039,0
Mon Jul  6 02:46:28 2020,6.225,30.566,44.595,74.48,96.229488281,465,3.9590361445783135,4.283,3046,0
Mon Jul  6 02:46:35 2020,6.226,30.538,43.446,74.48,96.227621093,470,4.000963700610344,4.367,3050,0
Mon Jul  6 02:46:42 2020,6.227,30.591,43.774,74.08,96.230410156,478,4.068411755259355,4.33,3062,0
Mon Jul  6 02:46:49 2020,6.233,30.674,43.244,71.12,96.229480468,478,4.064495427562972,4.37,3063,0
Mon Jul  6 02:46:56 2020,6.231,30.681,43.762,73.76,96.228933593,448,3.810624297865511,4.32,3070,0
Mon Jul  6 02:47:03 2020,6.231,30.689,43.757,74.24,96.226738281,474,4.0317766008666345,4.165,3069,0
Mon Jul  6 02:47:10 2020,6.232,30.717,43.359,74.32,96.23009375,444,3.7759948652118096,4.288,3071,0
Mon Jul  6 02:47:17 2020,6.229,30.734,43.049,74.0,96.2306875,423,3.599133087172901,4.186,3068,0
Mon Jul  6 02:47:24 2020,6.228,30.757,44.546,75.04,96.229921875,464,3.9486191393705843,4.251,3063,0
Mon Jul  6 02:47:31 2020,6.234,30.805,43.601,71.12,96.230878906,469,3.9873275585498877,4.321,3085,0
Mon Jul  6 02:47:38 2020,6.228,30.817,43.231,72.0,96.231070312,481,4.093288375080283,4.335,3073,0
Mon Jul  6 02:47:45 2020,6.227,30.835,43.949,72.96,96.23565625,455,3.872651356993736,4.197,3082,0
Mon Jul  6 02:47:52 2020,6.228,30.868,43.273,72.08,96.231578125,482,4.10179833012203,4.309,3090,0
Mon Jul  6 02:47:59 2020,6.231,30.875,42.738,72.32,96.232011718,465,3.955223880597015,4.232,3083,0
Mon Jul  6 02:48:06 2020,6.227,30.918,43.176,72.0,96.233011718,476,4.051389111931909,4.262,3079,0
Mon Jul  6 02:48:14 2020,6.23,30.941,42.994,71.76,96.23265625,470,3.998394863563403,4.321,3085,0
Mon Jul  6 02:48:21 2020,6.231,30.953,43.972,71.6,96.231777343,485,4.125341036751725,4.476,3087,0
Mon Jul  6 02:48:28 2020,6.231,30.946,42.68,71.76,96.232492187,458,3.895682875942866,4.206,3071,0
Mon Jul  6 02:48:35 2020,6.24,30.948,43.206,71.28,96.232871093,486,4.127884615384615,4.372,3071,0
Mon Jul  6 02:48:42 2020,6.228,30.961,42.161,70.96,96.230347656,470,3.999678869621066,4.274,3078,0
Mon Jul  6 02:48:49 2020,6.23,30.979,42.578,71.28,96.229324218,463,3.9388443017656494,4.242,3078,0
Mon Jul  6 02:48:56 2020,6.227,30.981,42.137,70.64,96.228945312,452,3.847117392002569,4.331,3082,0
Mon Jul  6 02:49:03 2020,6.228,31.004,42.398,70.88,96.230355468,445,3.786929993577392,4.224,3089,0
Mon Jul  6 02:49:10 2020,6.23,31.011,42.71,70.44,96.232617187,441,3.751685393258427,4.376,3078,0
Mon Jul  6 02:49:17 2020,6.23,30.999,43.685,69.88,96.229058593,442,3.7601926163723913,4.335,3079,0
Mon Jul  6 02:49:24 2020,6.227,31.057,42.619,69.8,96.229902343,455,3.872651356993736,4.209,3075,0
Mon Jul  6 02:49:31 2020,6.23,31.024,42.63,69.8,96.229183593,464,3.9473515248796143,4.418,3065,0
Mon Jul  6 02:49:38 2020,6.229,31.067,42.46,68.16,96.23046875,465,3.9564938192326213,4.354,3053,0
Mon Jul  6 02:49:45 2020,6.228,31.024,42.108,68.36,96.23025,477,4.059248554913295,4.413,3052,0
Mon Jul  6 02:49:52 2020,6.23,30.996,42.75,67.96,96.229554687,475,4.0409309791332255,4.435,3053,0
Mon Jul  6 02:49:59 2020,6.228,30.994,42.501,69.28,96.232261718,474,4.033718689788054,4.202,3039,0
Mon Jul  6 02:50:06 2020,6.227,30.996,43.354,69.64,96.229304687,476,4.051389111931909,4.357,3034,0
Mon Jul  6 02:50:13 2020,6.227,30.953,43.127,68.52,96.230285156,475,4.042877790268187,4.254,3023,0
Mon Jul  6 02:50:21 2020,6.229,30.966,43.354,68.64,96.230472656,476,4.050088296676834,4.49,3019,0
Mon Jul  6 02:50:28 2020,6.23,30.918,42.66,69.16,96.233222656,455,3.8707865168539324,4.253,3029,0
Mon Jul  6 02:50:35 2020,6.227,30.895,43.232,68.36,96.229292968,464,3.9492532519672396,4.351,3025,0
Mon Jul  6 02:50:42 2020,6.23,30.838,42.822,68.44,96.228019531,447,3.8027287319422145,4.397,3019,0
Mon Jul  6 02:50:49 2020,6.231,30.815,43.705,67.76,96.227273437,468,3.9807414540202215,4.509,3000,0
Mon Jul  6 02:50:56 2020,6.229,30.767,42.633,67.36,96.228222656,467,3.973510996949751,4.403,3001,0
Mon Jul  6 02:51:03 2020,6.23,30.77,43.19,67.84,96.229570312,508,4.321669341894061,4.538,2999,0
Mon Jul  6 02:51:10 2020,6.229,30.737,42.8,67.68,96.229605468,485,4.126665596403917,4.505,2993,0
Mon Jul  6 02:51:17 2020,6.228,30.689,42.897,67.24,96.230699218,458,3.897559409120103,4.183,2995,0
Mon Jul  6 02:51:24 2020,6.229,30.697,43.368,69.16,96.230878906,475,4.0415797078182685,4.333,2982,0
Mon Jul  6 02:51:31 2020,6.23,30.649,42.759,69.12,96.226921875,466,3.9643659711075436,4.144,2993,0
Mon Jul  6 02:51:38 2020,6.237,30.601,43.185,69.2,96.224207031,437,3.71348404681738,4.313,2999,0
Mon Jul  6 02:51:45 2020,6.229,30.618,43.385,67.28,96.223847656,471,4.00754535238401,4.274,2990,0
Mon Jul  6 02:51:52 2020,6.223,30.601,43.569,66.88,96.227496093,487,4.147677968825326,4.328,2988,0
Mon Jul  6 02:51:59 2020,6.23,30.588,43.659,67.04,96.225808593,464,3.9473515248796143,4.274,2984,0
Mon Jul  6 02:52:06 2020,6.228,30.545,43.777,66.84,96.225761718,470,3.999678869621066,4.297,2977,0
Mon Jul  6 02:52:13 2020,6.229,30.538,43.446,66.72,96.225011718,465,3.9564938192326213,4.195,2979,0
Mon Jul  6 02:52:20 2020,6.226,30.495,42.88,67.0,96.221972656,473,4.0265017667844525,4.391,2975,0
Mon Jul  6 02:52:28 2020,6.229,30.488,43.778,66.68,96.225457031,465,3.9564938192326213,4.199,2978,0
Mon Jul  6 02:52:35 2020,6.231,30.435,43.518,67.2,96.228644531,456,3.8786711603273956,4.088,2979,0
Mon Jul  6 02:52:42 2020,6.233,30.442,43.806,66.6,96.227480468,478,4.064495427562972,4.48,2972,0
Mon Jul  6 02:52:49 2020,6.229,30.384,43.35,66.12,96.227761718,466,3.965002408091186,4.348,2959,0
Mon Jul  6 02:52:56 2020,6.226,30.392,43.84,65.68,96.228140625,454,3.864760681015098,4.34,2955,0
Mon Jul  6 02:53:03 2020,6.229,30.344,43.566,59.24,96.229597656,479,4.075614063252528,4.403,2949,0
Mon Jul  6 02:53:10 2020,6.231,30.311,43.925,68.4,96.232824218,463,3.938212164981544,4.189,2961,0
Mon Jul  6 02:53:17 2020,6.231,30.319,44.619,62.44,96.230382812,479,4.074305889905313,4.327,2967,0
Mon Jul  6 02:53:24 2020,6.228,30.311,43.583,58.0,96.227328125,480,4.0847784200385355,4.34,2955,0
Mon Jul  6 02:53:31 2020,6.229,30.274,44.29,64.96,96.229699218,469,3.990528174666881,4.267,2961,0
Mon Jul  6 02:53:38 2020,6.233,30.281,44.267,65.48,96.229503906,492,4.183539226696615,4.557,2952,0
Mon Jul  6 02:53:45 2020,6.228,30.248,44.006,65.56,96.224988281,478,4.067758509955042,4.264,2952,0
Mon Jul  6 02:53:52 2020,6.232,30.221,43.318,65.28,96.226765625,471,4.005616174582799,4.302,2965,0
Mon Jul  6 02:53:59 2020,6.23,30.178,43.969,65.2,96.228644531,475,4.0409309791332255,4.353,2951,0
Mon Jul  6 02:54:06 2020,6.229,30.201,43.925,65.12,96.230902343,460,3.9139508749397973,4.213,2954,0
Mon Jul  6 02:54:13 2020,6.23,30.188,43.988,65.08,96.229242187,475,4.0409309791332255,4.409,2960,0
Mon Jul  6 02:54:20 2020,6.228,30.165,43.409,64.96,96.227882812,496,4.220937700706487,4.323,2970,0
Mon Jul  6 02:54:28 2020,6.228,30.168,43.652,64.8,96.228804687,471,4.008188824662813,4.345,2947,0
Mon Jul  6 02:54:35 2020,6.23,30.125,44.41,65.28,96.228015625,469,3.989887640449438,4.409,2953,0
Mon Jul  6 02:54:42 2020,6.231,30.133,43.682,63.88,96.226660156,468,3.9807414540202215,4.142,2949,0
Mon Jul  6 02:54:49 2020,6.232,30.13,44.508,62.76,96.229652343,459,3.903562259306803,4.25,2960,0
Mon Jul  6 02:54:56 2020,6.233,30.107,43.676,65.8,96.22715625,475,4.038986042034334,4.254,2959,0
Mon Jul  6 02:55:03 2020,6.227,30.11,43.345,56.56,96.227984375,476,4.051389111931909,4.434,2958,0
Mon Jul  6 02:55:10 2020,6.23,30.138,43.499,63.24,96.230871093,493,4.19406099518459,4.326,2951,0
Mon Jul  6 02:55:17 2020,6.23,30.105,43.717,68.0,96.227460937,479,4.074959871589084,4.423,2948,0
Mon Jul  6 02:55:24 2020,6.228,30.117,44.042,65.12,96.22940625,457,3.8890494540783562,4.187,2965,0
Mon Jul  6 02:55:31 2020,6.225,30.105,43.083,57.0,96.229613281,478,4.069718875502008,4.238,2957,0
Mon Jul  6 02:55:38 2020,6.23,30.102,44.83,62.04,96.22753125,461,3.92182985553772,4.272,2951,0
Mon Jul  6 02:55:45 2020,6.228,30.09,44.169,60.76,96.229847656,451,3.837989723827874,4.459,2958,0
Mon Jul  6 02:55:52 2020,6.225,30.097,44.259,62.84,96.233671875,454,3.8653815261044175,4.395,2948,0
Mon Jul  6 02:55:59 2020,6.224,30.09,44.013,62.4,96.230550781,477,4.061857326478149,4.344,2953,0
Mon Jul  6 02:56:06 2020,6.228,30.082,44.744,63.32,96.2305,446,3.7954399486191397,4.165,2959,0
